query_id,relevance_score,document_no,score
3197,2,13,3.20993731
3197,1,58,3.02195893
3197,1,11,2.97078486
3197,1,39,2.96857759
3198,1,21,2.88309264
3198,2,18,2.40487277
3198,3,6,2.03423633
3198,1,12,2.01789487
3198,1,23,2.01143113
3198,2,8,1.98404256
3198,1,7,1.89408481
3198,2,3,1.73644117
3198,2,26,1.73114624
3198,2,11,1.70476558
3199,1,20,3.19407252
3199,2,5,3.19049129
3199,2,9,2.64887869
3199,1,2,2.56170681
3199,1,21,2.48895209
3199,1,26,2.42688593
3199,1,35,2.28463663
3199,1,25,2.08055535
3199,2,46,1.97768363
3199,1,32,1.96388473
3200,2,12,3.18482537
3200,1,15,2.92363862
3200,2,37,2.8501447
3200,2,31,2.79996435
3200,1,6,2.6948311
3200,1,8,2.56654535
3200,2,13,2.4860681
3200,2,40,2.28250858
3200,2,2,2.11595216
3200,2,5,2.02738863
3201,1,6,2.06633489
3201,1,8,1.63059268
3201,2,5,1.4994797
3201,1,3,1.44654708
3201,2,1,1.38862114
3201,3,2,1.33964162
3201,2,7,1.19059338
3201,1,9,0.97111686
3201,2,4,0.46353247
3201,3,10,0.41002858
3202,1,4,2.65147545
3202,1,25,2.37254782
3202,1,8,2.35735463
3202,1,14,2.21900772
3202,1,10,2.08105795
3202,1,16,1.91861764
3202,1,26,1.90878676
3202,3,23,1.83752026
3202,1,1,1.79315917
3202,1,9,1.77252125
3205,2,1,2.33099761
3205,2,22,2.31869598
3205,3,25,2.3185796
3205,2,27,2.31442514
3205,1,12,2.24598372
3205,2,18,2.03483321
3205,1,19,2.03483321
3205,2,2,1.96816862
3205,1,10,1.65916398
3205,1,31,1.64940302
3206,2,17,3.11556428
3206,2,1,2.90350617
3206,2,6,2.79370893
3206,2,18,2.76540714
3206,2,19,2.60980335
3206,2,15,2.55198959
3206,2,21,2.5103855
3206,1,37,2.46923107
3206,2,16,2.44706148
3206,4,9,2.44028711
3207,2,41,4.23474254
3207,1,39,4.20314124
3207,2,17,4.15968488
3207,2,35,4.12361757
3207,1,3,3.98738617
3207,1,27,3.93446033
3207,1,43,3.78445229
3207,2,48,3.7486337
3207,2,22,3.6780858
3207,1,9,3.64328678
3208,1,7,2.75132223
3208,1,2,2.35391954
3208,2,6,2.09999809
3208,1,14,2.09999809
3208,1,16,2.09614967
3208,3,13,2.06467146
3208,1,12,2.05145779
3208,1,8,1.93776249
3208,2,9,1.75346698
3208,1,1,1.35364721
3209,1,22,2.90444467
3209,4,8,2.3255068
3209,3,24,2.3255068
3209,1,10,2.15171915
3209,2,7,2.08958001
3209,2,19,2.03614786
3209,1,6,1.73308947
3209,3,11,1.33802062
3209,1,27,1.27777086
3209,2,30,1.17785097
3210,2,21,3.05959856
3210,2,20,2.75459226
3210,2,34,2.74932239
3210,3,3,2.7244623
3210,1,43,2.65319066
3210,1,12,2.63626563
3210,1,42,2.61469967
3210,1,7,2.59973854
3210,1,5,2.30839419
3210,2,45,2.30720399
3211,1,12,3.11806104
3211,3,10,2.63051985
3211,4,17,2.63051985
3211,1,44,2.50730134
3211,2,11,2.38096867
3211,2,19,2.35907328
3211,2,38,2.3121116
3211,1,36,2.3094723
3211,3,33,2.2993863
3211,2,34,2.20271389
3212,3,32,3.81593222
3212,1,44,3.70858694
3212,2,30,3.32140547
3212,1,2,3.28149665
3212,1,38,3.19376084
3212,3,35,3.16470275
3212,2,16,3.15479638
3212,1,36,3.14488681
3212,2,5,3.06044451
3212,2,24,2.95427987
3213,4,10,4.14973374
3213,1,24,3.15537613
3213,1,16,3.04082202
3213,3,23,2.88197623
3213,4,19,2.87508294
3213,1,4,2.77078946
3213,4,22,2.73464175
3213,1,7,2.65738277
3213,2,29,2.62658959
3213,1,2,2.53140958
3214,1,7,2.58842766
3214,1,20,2.2838478
3214,1,17,1.94232056
3214,1,22,1.9180404
3214,1,16,1.83334467
3214,1,15,1.79956735
3214,1,2,1.73424792
3214,1,8,1.6778589
3214,1,10,1.65397111
3214,1,11,1.55207276
3215,1,9,2.58260093
3215,2,25,2.4600187
3215,2,28,2.36819617
3215,1,13,2.35841269
3215,2,37,2.34963195
3215,1,21,2.3328553
3215,1,24,2.3017132
3215,2,29,1.98842237
3215,1,27,1.97743593
3215,2,11,1.97242114
3216,2,7,4.70014673
3216,3,32,4.30599279
3216,2,22,4.26503995
3216,3,23,4.25485614
3216,2,55,4.19471678
3216,4,43,4.09286708
3216,2,49,4.07377583
3216,4,35,4.04243747
3216,1,21,4.00658657
3216,2,3,3.98217119
3217,2,14,4.10417706
3217,1,22,3.67029944
3217,1,25,3.25333468
3217,3,41,3.09754996
3217,1,34,3.09212291
3217,2,26,2.92426437
3217,1,39,2.81658817
3217,1,5,2.80386538
3217,1,6,2.6189232
3217,1,4,2.45024284
3219,3,26,4.0191683
3219,2,29,3.38310874
3219,2,7,3.14612762
3219,2,22,2.94710706
3219,1,14,2.86539039
3219,1,12,2.85869499
3219,2,18,2.75102652
3219,1,10,2.6736307
3219,2,24,2.67148555
3219,1,6,2.44305287
3220,1,13,2.56260258
3220,1,3,2.54694797
3220,1,10,2.33798256
3220,2,11,2.3285004
3220,1,12,1.99577034
3220,1,15,1.93838923
3220,1,1,1.81515935
3220,3,6,1.79493038
3220,1,4,1.77365195
3220,1,9,1.74430977
3221,3,47,3.32456088
3221,3,40,3.22643373
3221,2,11,3.10652078
3221,3,28,2.92551792
3221,3,9,2.72863588
3221,2,27,2.69642871
3221,2,33,2.69548598
3221,3,38,2.69548598
3221,2,3,2.54127944
3221,3,13,2.51480208
3222,4,5,4.09202411
3222,2,17,4.05699262
3222,1,12,4.02615927
3222,2,11,3.7818634
3222,2,8,3.75942235
3222,3,6,3.65834121
3222,1,10,3.63305092
3222,1,4,3.38262457
3222,1,7,3.17373789
3222,2,3,3.16468171
3223,4,2,4.43867497
3223,4,16,3.91650972
3223,2,19,3.86141877
3223,3,11,3.84890801
3223,2,32,3.77918058
3223,2,4,3.64154597
3223,2,5,3.64131628
3223,1,14,3.57920804
3223,2,36,3.40740323
3223,3,28,3.39310052
3224,3,15,2.4561908
3224,1,13,1.80802223
3224,2,12,1.75990212
3224,1,5,1.75695097
3224,1,20,1.71277977
3224,1,10,1.6755098
3224,2,11,1.63501507
3224,1,18,1.44993169
3224,2,16,1.44385518
3224,3,2,1.4316868
3226,4,1,2.93875707
3226,1,12,2.90723467
3226,3,3,2.89642964
3226,1,39,2.7530935
3226,3,49,2.59909436
3226,2,19,2.5394198
3226,3,40,2.43634574
3226,2,13,2.37583359
3226,2,41,2.33523866
3226,2,2,2.25438901
3228,1,1,2.23684192
3228,1,15,1.99355676
3228,1,7,1.76831044
3228,2,10,1.71118051
3228,1,16,1.6897798
3228,1,2,1.67833425
3228,1,18,1.56800779
3228,1,8,1.52617349
3228,1,13,1.28549682
3228,1,14,1.20988392
3229,1,5,1.30804916
3229,1,7,1.05160821
3229,1,11,0.93973918
3229,3,10,0.93868143
3229,1,9,0.85257952
3229,2,4,0.79258682
3229,1,3,0.70959121
3229,1,8,0.67043303
3229,3,1,0.37695956
3229,1,6,0.3212143
3230,2,30,4.99545307
3230,4,3,4.88634548
3230,2,6,4.83047936
3230,3,28,4.45380535
3230,2,2,4.07099125
3230,1,29,3.81202221
3230,1,26,3.68010953
3230,4,35,3.52227251
3230,4,13,3.52062933
3230,4,8,3.51213082
3231,4,25,3.82543642
3231,2,27,3.56102425
3231,2,11,3.54945833
3231,3,24,3.4758157
3231,2,10,3.42214923
3231,2,9,3.3782271
3231,2,12,3.303651
3231,1,21,3.28345951
3231,1,22,3.26729574
3231,2,29,3.17950395
3232,4,1,3.15590391
3232,1,20,2.86939259
3232,2,40,2.82008243
3232,3,28,2.58382481
3232,3,30,2.57188439
3232,2,45,2.32844005
3232,4,8,2.30175554
3232,2,4,2.2696536
3232,2,25,2.24430216
3232,2,7,2.16355418
3233,2,64,3.28493688
3233,2,47,3.07398682
3233,2,35,3.04896074
3233,2,52,3.04477589
3233,1,20,2.95592223
3233,3,53,2.84098246
3233,2,39,2.80676612
3233,2,14,2.79819639
3233,3,42,2.72929315
3233,3,60,2.67677817
3234,4,12,3.24370743
3234,4,23,3.14579489
3234,1,20,3.0372548
3234,2,35,2.92921749
3234,2,21,2.91872124
3234,4,22,2.8255354
3234,2,7,2.74552765
3234,4,2,2.73891868
3234,3,3,2.7359816
3234,2,32,2.6863852
3235,2,18,3.34669113
3235,1,16,3.33719386
3235,1,19,3.09148247
3235,1,5,2.45439101
3235,1,1,2.38244197
3235,1,12,2.30594159
3235,1,13,2.09973202
3235,1,8,2.09312419
3235,3,7,1.84224372
3235,1,9,1.83951254
3238,1,10,3.47959092
3238,4,19,3.35743767
3238,1,6,3.35223348
3238,1,35,3.20574905
3238,1,8,3.17746756
3238,1,24,3.08561775
3238,2,12,2.99558684
3238,2,17,2.97576883
3238,2,11,2.97140558
3238,3,29,2.84368775
3239,1,8,3.00565648
3239,1,1,2.80036034
3239,3,14,2.29927121
3239,2,2,2.27019993
3239,1,5,2.04548793
3239,2,15,2.02272207
3239,2,7,1.90246082
3239,2,17,1.86476372
3239,2,13,1.69412238
3239,2,4,1.66680579
3240,1,4,1.42344928
3240,1,12,1.24891163
3240,2,18,1.23712892
3240,2,20,1.22338513
3240,1,9,1.19479206
3240,1,21,1.15478046
3240,1,31,1.14822556
3240,2,29,1.14188778
3240,1,16,1.05754431
3240,2,2,1.05216303
3241,2,30,4.03616307
3241,1,25,3.6193345
3241,2,33,3.51687909
3241,1,20,3.51375113
3241,1,31,3.39182491
3241,1,1,3.07374983
3241,2,16,3.05237001
3241,2,24,3.05187854
3241,2,18,3.03926179
3241,2,29,2.9617753
3242,2,3,2.78921332
3242,2,18,2.77970778
3242,1,22,2.69694711
3242,2,7,2.65674543
3242,2,24,2.59460198
3242,1,9,2.56631409
3242,1,10,2.44865962
3242,1,16,2.22319338
3242,2,12,2.12574622
3242,1,8,2.10275553
3243,3,3,3.43527138
3243,2,20,3.19464392
3243,3,24,3.04667947
3243,3,7,2.86247368
3243,3,28,2.85035641
3243,3,34,2.82426738
3243,2,29,2.72019788
3243,2,1,2.64163635
3243,3,21,2.60575757
3243,2,19,2.58152582
3244,2,13,3.89878959
3244,1,4,3.28924703
3244,1,10,3.06170765
3244,1,17,2.73668308
3244,2,18,2.73663958
3244,1,2,2.69374141
3244,1,9,2.64917386
3244,1,20,2.63368054
3244,1,12,2.45167826
3244,4,6,2.28939623
3246,1,6,3.19099517
3246,2,13,3.16893074
3246,1,2,3.06165811
3246,2,23,2.62807284
3246,1,12,2.59492379
3246,1,4,2.54004356
3246,2,25,2.49080367
3246,1,14,2.40613105
3246,2,15,2.40403068
3246,1,3,2.13842654
3247,3,31,5.01251564
3247,2,6,4.43063816
3247,1,36,4.40196148
3247,1,32,4.16028884
3247,2,30,4.15546462
3247,2,11,4.14349793
3247,4,16,3.9403528
3247,1,1,3.76946074
3247,2,44,3.75993847
3247,2,45,3.74298667
3248,3,28,3.29695923
3248,3,21,2.90233674
3248,1,7,2.89088305
3248,3,3,2.76542964
3248,3,24,2.51573075
3248,2,14,2.43851163
3248,1,11,2.38516203
3248,1,22,2.36433778
3248,1,8,2.2805011
3248,2,9,2.27035357
3249,2,2,4.21184494
3249,1,44,2.95918445
3249,2,27,2.83771373
3249,2,25,2.59338918
3249,1,6,2.48451331
3249,1,33,2.48105188
3249,2,3,2.47954319
3249,2,8,2.34418396
3249,2,21,2.31023272
3249,1,10,2.30263508
3250,2,32,2.96647387
3250,2,29,2.88844321
3250,1,3,2.78549326
3250,4,25,2.72031359
3250,2,37,2.70103778
3250,3,43,2.40337931
3250,3,23,2.38996775
3250,2,4,2.29785932
3250,1,13,2.22305071
3250,1,15,2.14524521
3251,2,46,3.04896074
3251,1,47,3.04477589
3251,3,30,2.97726753
3251,2,51,2.83487294
3251,3,45,2.80676612
3251,2,42,2.77458175
3251,2,33,2.72929315
3251,1,34,2.66438497
3251,1,18,2.58768716
3251,1,32,2.58243103
3253,3,20,4.09662555
3253,1,12,3.48515139
3253,2,33,3.32741321
3253,2,25,3.244
3253,2,2,3.0061616
3253,2,7,2.93265452
3253,2,45,2.82193232
3253,1,23,2.80596667
3253,2,40,2.63394093
3253,1,1,2.60079727
3254,2,33,3.53191405
3254,1,15,3.50011233
3254,2,6,3.46954547
3254,2,16,3.37742124
3254,1,21,3.34403042
3254,2,26,3.21923455
3254,2,34,3.19515185
3254,2,37,3.18478306
3254,2,36,3.158882
3254,2,5,3.0212261
3255,2,22,3.62138592
3255,1,3,3.56581988
3255,2,6,3.19499236
3255,1,4,3.16096349
3255,2,18,3.14730123
3255,2,44,3.13693045
3255,2,11,3.10047701
3255,2,9,3.02866939
3255,1,39,2.9998702
3255,2,26,2.94539776
3256,2,21,2.1655092
3256,3,7,1.9201615
3256,1,8,1.84173714
3256,2,6,1.48043034
3256,1,2,1.47251505
3256,2,13,1.46927071
3256,1,19,1.45661379
3256,3,1,1.45133804
3256,2,9,1.43192507
3256,3,16,1.40332702
3257,2,23,3.55592825
3257,1,1,3.4889811
3257,1,6,3.46531881
3257,1,7,3.3898214
3257,1,25,3.13545984
3257,1,34,3.13382204
3257,1,41,3.11450867
3257,2,19,3.10554259
3257,2,11,3.09397399
3257,1,46,2.88320566
3259,3,23,3.45388473
3259,2,19,3.17104703
3259,2,28,3.14435317
3259,2,22,3.03915237
3259,1,10,2.87809719
3259,2,29,2.86345987
3259,1,25,2.76996391
3259,1,15,2.76443051
3259,3,18,2.53250276
3259,1,5,2.42186709
3260,4,20,3.14615969
3260,2,10,2.25458323
3260,2,25,2.10742675
3260,2,26,2.09744811
3260,1,13,1.93599989
3260,2,14,1.93599989
3260,2,17,1.86990668
3260,1,1,1.76424022
3260,1,7,1.73339803
3260,2,11,1.66892402
3261,2,2,4.67115538
3261,4,6,4.32506707
3261,3,14,4.15796458
3261,2,26,3.59187364
3261,2,28,3.581564
3261,2,23,3.55663028
3261,2,10,3.53804146
3261,2,18,3.47033591
3261,2,20,3.34090701
3261,3,9,3.31606378
3262,2,23,4.9038667
3262,1,22,4.67474503
3262,1,34,3.10911765
3262,2,20,3.07184006
3262,2,25,3.05263122
3262,2,4,2.88921965
3262,1,26,2.70009164
3262,3,31,2.68743587
3262,1,35,2.56312478
3262,2,21,2.50547111
3263,2,3,4.30534193
3263,1,27,3.99139648
3263,2,15,3.45901757
3263,1,8,3.15477597
3263,2,20,3.13049052
3263,1,19,3.0240769
3263,1,6,2.99887429
3263,2,24,2.91936113
3263,2,33,2.9098419
3263,1,14,2.62177939
3264,1,8,2.58679873
3264,1,23,1.79557739
3264,1,22,1.55974487
3264,1,21,1.30474875
3264,2,7,1.27989159
3264,1,16,1.25395465
3264,1,1,1.10203932
3264,1,19,1.03547773
3264,1,9,0.76020926
3264,2,6,0.68704328
3265,1,24,4.31624121
3265,2,16,3.62712926
3265,1,15,3.50899311
3265,1,14,3.45934346
3265,1,5,3.37856941
3265,1,13,3.3649473
3265,1,20,3.20990172
3265,1,21,3.06106798
3265,1,17,2.99447026
3265,1,18,2.88231509
3266,1,15,2.88985133
3266,1,20,2.53978553
3266,1,21,2.5329016
3266,1,23,2.51535519
3266,1,4,2.48029309
3266,1,11,2.43731984
3266,1,17,2.14288697
3266,1,10,2.12402991
3266,1,6,2.06263335
3266,1,16,2.03255922
3268,1,20,2.55519577
3268,1,9,2.35470495
3268,1,5,2.3386136
3268,2,15,2.01544444
3268,1,6,1.96304916
3268,1,4,1.8527652
3268,2,18,1.6233394
3268,1,7,1.61567954
3268,3,16,1.60305866
3268,1,11,1.55560641
3269,1,40,4.29002779
3269,2,28,4.26671802
3269,2,23,3.96030735
3269,1,51,3.88339467
3269,1,20,3.81156027
3269,1,43,3.78976894
3269,1,36,3.77172036
3269,3,7,3.75845837
3269,3,48,3.74637788
3269,2,11,3.71613179
3270,1,3,2.33154245
3270,1,1,2.25036234
3270,1,7,2.16421503
3270,1,10,2.12589943
3270,2,14,1.53215074
3270,1,4,1.47604298
3270,2,15,1.45255619
3270,1,11,1.41888631
3270,1,6,1.41082595
3270,1,13,1.36886652
3271,3,8,3.87812142
3271,3,4,3.64307556
3271,2,9,3.49888287
3271,3,17,3.24855248
3271,1,16,3.15399571
3271,1,18,2.96046514
3271,1,14,2.86366243
3271,1,15,2.85068856
3271,2,6,2.83654817
3271,3,5,2.82514327
3272,1,20,3.27499714
3272,1,6,2.83259247
3272,2,10,2.70010425
3272,1,9,2.50409613
3272,2,21,2.46372848
3272,2,18,2.44324818
3272,2,7,2.20158819
3272,1,11,2.17920441
3272,1,13,2.09028487
3272,1,16,1.80649081
3273,2,1,4.75471078
3273,1,37,4.47570954
3273,1,25,4.37768896
3273,2,32,4.35303393
3273,1,9,4.24783176
3273,2,7,4.12879207
3273,3,11,4.12637792
3273,1,38,4.02508364
3273,3,33,3.93779957
3273,3,22,3.92652409
3274,3,14,2.87676992
3274,2,32,2.4774882
3274,2,38,2.38599394
3274,1,6,2.14741889
3274,2,40,2.07330811
3274,2,19,2.03377747
3274,2,33,2.01218837
3274,1,35,1.9365647
3274,3,28,1.8928903
3274,2,17,1.87921307
3275,4,7,4.09848871
3275,2,49,3.73992183
3275,3,21,3.701582
3275,2,5,3.4246152
3275,1,28,3.39858773
3275,1,47,3.36804539
3275,1,18,3.29697226
3275,3,22,3.27226333
3275,2,36,3.18686848
3275,1,15,3.13338511
3276,3,40,3.38169233
3276,1,58,2.71729564
3276,2,2,2.60178488
3276,2,1,2.58162614
3276,1,51,2.55142633
3276,3,19,2.31806839
3276,2,3,2.31796872
3276,1,60,2.29593792
3276,2,10,2.26737408
3276,1,26,2.26348187
3277,1,33,3.40453532
3277,3,17,3.26250109
3277,2,29,3.13309637
3277,3,40,3.08629637
3277,4,20,2.93988943
3277,3,8,2.70186559
3277,1,24,2.61149508
3277,3,38,2.59838644
3277,1,32,2.52321209
3277,2,10,2.51733069
3278,1,19,5.02818421
3278,3,23,4.42968359
3278,3,30,4.10769153
3278,3,4,3.97696489
3278,2,18,3.82624277
3278,2,26,3.62538921
3278,3,10,3.55771936
3278,2,20,3.53521408
3278,2,22,3.51452994
3278,2,7,3.37734886
3279,3,27,3.61839822
3279,2,11,3.44318386
3279,1,16,2.973644
3279,2,3,2.73870197
3279,1,8,2.64142458
3279,1,1,2.57766951
3279,1,7,2.21529694
3279,2,6,2.18192387
3279,1,18,1.99710675
3279,3,19,1.93191634
3280,2,32,4.46109182
3280,2,7,4.2931693
3280,2,13,3.94550501
3280,1,10,3.81028919
3280,2,30,3.71037103
3280,1,6,3.67159712
3280,2,14,3.47538216
3280,1,12,3.43300981
3280,2,34,3.12017544
3280,1,5,2.9133731
3283,1,14,2.47693424
3283,2,7,2.21093788
3283,1,20,1.91547896
3283,1,4,1.90173288
3283,1,12,1.8728351
3283,2,18,1.87238865
3283,1,22,1.85455581
3283,2,24,1.82419965
3283,1,1,1.65501101
3283,2,9,1.65416628
3284,2,13,3.95336404
3284,1,7,3.1721854
3284,3,9,3.08906391
3284,2,15,2.86543326
3284,1,24,2.85766061
3284,1,10,2.73032743
3284,2,16,2.67099356
3284,1,1,2.53963682
3284,2,30,2.51263519
3284,1,6,2.43923542
3286,3,4,4.43659812
3286,4,11,3.734649
3286,4,8,3.7277074
3286,3,5,3.68281832
3286,4,6,3.62027508
3286,3,2,3.23293158
3286,1,3,3.00633662
3286,2,10,2.78067779
3286,1,1,2.7266222
3286,2,9,2.56621392
3287,2,30,3.19514272
3287,1,40,2.89578037
3287,3,12,2.86909125
3287,2,14,2.79603328
3287,3,18,2.77171233
3287,1,47,2.68836532
3287,3,10,2.62364845
3287,3,42,2.58390047
3287,1,1,2.56099851
3287,2,35,2.46792197
3288,2,29,4.67656895
3288,1,12,4.55622752
3288,2,36,4.51028645
3288,2,19,4.03595055
3288,2,8,3.85926507
3288,2,37,3.85136971
3288,3,23,3.73265626
3288,1,9,3.6288674
3288,3,35,3.49007436
3288,1,28,3.36294089
3289,3,8,2.64371485
3289,3,13,2.58843205
3289,2,24,2.57433791
3289,2,27,2.52532262
3289,2,20,2.46570409
3289,1,4,2.23802522
3289,2,30,2.23542011
3289,1,10,1.92887064
3289,2,29,1.90527961
3289,2,7,1.67317466
3290,1,16,2.63496054
3290,1,18,2.25222564
3290,2,10,2.13844822
3290,1,13,2.11591595
3290,2,15,2.05657989
3290,1,5,1.8303715
3290,1,4,1.7781473
3290,2,14,1.64334095
3290,2,9,1.62906428
3290,3,11,1.52586011
3291,1,22,3.09869681
3291,2,42,2.73382488
3291,1,21,2.6309065
3291,3,26,2.59879984
3291,2,24,2.59008996
3291,4,6,2.56403474
3291,2,12,2.49872454
3291,2,10,2.46928784
3291,4,2,2.45225502
3291,2,15,2.44530678
3292,1,4,3.39742323
3292,1,13,2.92287646
3292,2,22,2.77163352
3292,1,18,2.50850203
3292,1,9,2.4160002
3292,1,2,2.32001333
3292,1,14,2.30507578
3292,1,24,2.22616668
3292,1,1,2.17697457
3292,2,23,2.1598734
3293,3,26,4.67163151
3293,3,30,4.43569377
3293,2,12,4.1582436
3293,3,37,3.85831905
3293,2,38,3.70387018
3293,1,7,3.33042526
3293,3,6,3.27795583
3293,2,31,3.25609788
3293,2,16,3.25103511
3293,3,20,3.14768406
3294,1,4,2.69137373
3294,1,20,2.01765301
3294,1,21,1.96729381
3294,1,17,1.81042071
3294,2,18,1.72946745
3294,1,11,1.63043851
3294,1,1,1.55377071
3294,1,19,1.53207471
3294,1,13,1.51288058
3294,1,10,1.37873167
3296,2,15,2.51448581
3296,1,20,2.00353474
3296,2,5,1.60410092
3296,2,9,1.58066965
3296,2,19,1.42941538
3296,2,16,1.41306132
3296,2,1,1.16152847
3296,2,3,1.15422356
3296,1,10,1.10467317
3296,1,14,1.10463551
3297,1,8,4.79416287
3297,3,6,4.50674802
3297,2,21,4.45898177
3297,1,20,4.45228962
3297,2,24,4.39260018
3297,2,25,4.35573655
3297,1,14,4.34088393
3297,2,46,4.27960907
3297,2,39,4.17800114
3297,2,32,4.06721971
3298,1,21,4.46382187
3298,2,7,4.36572973
3298,2,42,4.21268387
3298,1,30,4.18548596
3298,1,1,4.15165392
3298,1,16,4.04191829
3298,1,35,3.99463687
3298,3,11,3.53247794
3298,1,2,3.48350346
3298,1,20,3.4089497
3299,2,25,5.22414864
3299,3,32,5.06127004
3299,2,15,4.42259762
3299,1,12,4.39975719
3299,3,10,4.30344536
3299,2,23,4.04926201
3299,2,7,4.03054819
3299,2,24,3.72920534
3299,1,5,3.62343649
3299,1,21,3.31368741
3301,1,15,3.0547844
3301,1,11,2.69450698
3301,2,14,2.57576903
3301,2,1,2.48612804
3301,1,2,2.42954563
3301,1,6,2.37231271
3301,1,5,2.34457545
3301,1,7,2.17867995
3301,1,9,1.81866888
3301,1,3,1.55613767
3302,2,15,3.58166298
3302,2,5,3.35051697
3302,3,1,3.21691585
3302,4,8,3.1495298
3302,1,21,2.86131273
3302,2,16,2.74296189
3302,1,13,2.59893293
3302,4,20,2.57638395
3302,2,23,2.51307684
3302,2,19,2.47319724
3303,2,41,4.47250509
3303,2,64,4.36469741
3303,2,18,3.73018525
3303,1,9,3.57099575
3303,2,47,3.24020489
3303,3,17,3.2286115
3303,2,14,3.22655588
3303,2,13,3.225128
3303,2,25,3.22091056
3303,2,58,3.20744889
3305,2,61,3.16744804
3305,2,3,3.01349526
3305,3,9,2.98797167
3305,1,1,2.95805924
3305,2,41,2.91702202
3305,1,35,2.84850144
3305,1,26,2.70553648
3305,2,4,2.65080965
3305,1,6,2.65036199
3305,1,62,2.63248678
3306,1,20,2.94241562
3306,1,33,2.94137966
3306,1,18,2.81207308
3306,1,7,2.27175729
3306,1,3,2.2332415
3306,1,4,2.15035673
3306,1,37,2.0353096
3306,1,2,1.95863298
3306,1,41,1.91736126
3306,2,8,1.87617531
3307,4,4,4.01433774
3307,1,12,2.54509842
3307,1,1,2.26505426
3307,2,28,2.24280516
3307,1,27,1.93528119
3307,1,14,1.93260057
3307,2,15,1.91694006
3307,1,7,1.88469049
3307,2,21,1.79853673
3307,2,23,1.75932086
3308,1,46,4.44141782
3308,2,32,4.31602084
3308,1,55,4.22493199
3308,2,13,4.15250527
3308,2,17,4.11735688
3308,2,31,4.02926881
3308,2,28,4.02034587
3308,1,7,3.95692699
3308,2,9,3.89668787
3308,1,14,3.87484375
3309,1,16,3.72353143
3309,2,18,3.58088181
3309,2,24,3.41242753
3309,1,34,3.16670183
3309,2,30,3.01017086
3309,1,7,2.98968185
3309,2,20,2.98964108
3309,2,31,2.76454708
3309,1,8,2.58965485
3309,1,11,2.57853358
3310,2,12,3.19567941
3310,2,21,3.13764555
3310,1,1,2.42576284
3310,1,10,2.37265266
3310,3,18,2.36547547
3310,2,8,2.21069869
3310,3,11,2.20388294
3310,2,4,2.14963545
3310,2,6,2.08088638
3310,2,16,1.81554951
3311,3,19,3.76226009
3311,2,32,2.92222264
3311,2,26,2.87652003
3311,2,29,2.77737105
3311,2,14,2.770497
3311,1,43,2.7590924
3311,2,23,2.65761928
3311,1,46,2.59582206
3311,2,1,2.52600477
3311,2,21,2.50554293
3312,3,17,3.09940055
3312,1,39,2.85680228
3312,2,9,2.69895938
3312,3,2,2.45512256
3312,2,40,2.45512256
3312,2,11,2.31019575
3312,2,32,2.23079635
3312,2,4,2.09426731
3312,2,29,2.02624411
3312,2,24,1.97985831
3313,1,19,2.18572455
3313,1,11,2.13417106
3313,3,2,1.9113117
3313,2,16,1.77956307
3313,2,9,1.77006323
3313,3,23,1.77006323
3313,1,30,1.53749757
3313,1,31,1.52600035
3313,2,18,1.47943119
3313,3,1,1.3691535
3314,3,28,3.90833584
3314,2,5,3.84875317
3314,3,7,3.80853212
3314,1,24,3.64079847
3314,2,6,3.6064175
3314,3,2,3.49696299
3314,2,11,3.39382688
3314,2,14,3.02718206
3314,3,18,2.85961962
3314,1,13,2.73430368
3315,1,10,5.33110807
3315,1,20,5.23445783
3315,1,37,5.13660134
3315,2,15,4.78277793
3315,1,24,4.75876396
3315,2,1,4.6597804
3315,2,9,4.35931883
3315,1,26,4.25797101
3315,2,28,4.15890705
3315,1,18,4.08869527
3316,3,20,4.23573151
3316,2,11,3.81109284
3316,2,21,3.67454424
3316,2,24,3.56429147
3316,3,18,3.54468293
3316,2,7,3.50571619
3316,2,22,3.34682571
3316,2,25,3.27201766
3316,3,17,3.23875566
3316,2,2,3.23324215
3318,4,5,3.83939621
3318,2,17,3.76757802
3318,2,9,3.08133522
3318,1,20,3.08133522
3318,1,7,2.63470274
3318,1,11,2.53480776
3318,1,14,2.43702862
3318,2,19,2.26855779
3318,2,21,2.257835
3318,2,26,2.21818326
3319,4,4,2.76487898
3319,2,6,2.49572944
3319,4,18,2.28401314
3319,1,12,2.14087502
3319,1,10,2.11320511
3319,3,1,2.07724643
3319,1,23,2.03580653
3319,1,2,1.90267909
3319,1,29,1.87238055
3319,2,21,1.7324683
3320,2,28,2.79812097
3320,2,18,2.53626241
3320,2,16,2.43208407
3320,1,8,2.42680468
3320,1,3,2.2000859
3320,2,2,2.11740463
3320,1,11,2.02604359
3320,2,7,1.95456143
3320,1,15,1.93098622
3320,2,26,1.65146625
3321,3,5,4.42858406
3321,2,7,3.71034561
3321,3,19,3.42246975
3321,2,47,3.38450542
3321,2,39,3.20562618
3321,2,28,3.10474007
3321,2,55,3.06998447
3321,2,51,3.02034121
3321,1,20,3.01232731
3321,3,23,2.9966153
3322,3,18,5.15343344
3322,2,15,4.39576817
3322,2,1,4.36632578
3322,2,6,4.28699719
3322,4,13,3.95243882
3322,3,23,3.85709839
3322,3,21,3.74317212
3322,1,5,3.55728831
3322,3,27,3.38445389
3322,2,28,3.29596733
3323,1,8,3.40847572
3323,2,11,3.19172696
