query_id,doc_1,click_prob_1,relevance_score_1,doc_2,click_prob_2,relevance_score_2,doc_3,click_prob_3,relevance_score_3,doc_4,click_prob_4,relevance_score_4,doc_5,click_prob_5,relevance_score_5,doc_6,click_prob_6,relevance_score_6,doc_7,click_prob_7,relevance_score_7,doc_8,click_prob_8,relevance_score_8,doc_9,click_prob_9,relevance_score_9,doc_10,click_prob_10,relevance_score_10
3340,32.0,1,2,26.0,0,2,37.0,0,2,36.0,0,2,29.0,0,2,8.0,0,2,7.0,0,1,38.0,0,2,6.0,0,1,9.0,0,2
3341,18.0,0,2,22.0,0,2,37.0,0,3,3.0,0,3,6.0,1,2,34.0,0,1,1.0,0,3,8.0,0,2,2.0,0,2,43.0,0,2
3342,37.0,0,3,11.0,0,2,30.0,0,1,10.0,0,3,7.0,0,2,19.0,0,1,9.0,0,4,29.0,0,2,13.0,0,2,16.0,0,1
3344,34.0,0,1,50.0,1,4,23.0,0,2,22.0,0,2,52.0,0,3,18.0,0,2,53.0,0,3,48.0,0,1,17.0,0,3,9.0,0,3
3345,12.0,0,1,16.0,0,1,14.0,0,1,36.0,0,2,29.0,0,3,18.0,0,2,48.0,0,1,38.0,0,2,61.0,0,2,24.0,0,2
3346,38.0,0,1,24.0,0,1,13.0,0,1,17.0,1,3,23.0,0,2,8.0,0,2,33.0,0,1,10.0,0,1,2.0,0,2,16.0,0,1
3347,12.0,0,2,25.0,1,4,23.0,0,2,33.0,0,3,32.0,0,1,6.0,0,2,21.0,0,2,29.0,0,2,5.0,0,3,14.0,0,4
3348,11.0,0,1,39.0,0,3,26.0,0,1,15.0,0,1,25.0,1,2,7.0,0,1,6.0,0,2,5.0,0,1,30.0,0,1,22.0,0,1
3349,30.0,0,2,18.0,0,2,19.0,0,3,17.0,0,2,3.0,0,3,11.0,0,2,24.0,1,3,7.0,0,2,10.0,0,2,8.0,0,3
3350,14.0,0,1,24.0,0,2,21.0,0,1,10.0,0,2,3.0,0,2,4.0,0,2,8.0,0,1,20.0,0,2,17.0,0,2,16.0,0,1
3351,30.0,0,2,29.0,0,2,40.0,0,1,1.0,0,2,5.0,0,2,15.0,0,2,3.0,0,2,11.0,0,1,17.0,0,1,18.0,0,1
3353,19.0,0,3,9.0,0,1,22.0,0,2,13.0,0,1,30.0,0,1,4.0,0,2,3.0,0,3,21.0,0,2,34.0,0,2,14.0,1,3
3354,22.0,1,2,3.0,0,2,26.0,0,2,5.0,0,3,13.0,0,2,36.0,0,3,16.0,0,2,15.0,0,2,38.0,0,2,1.0,0,2
3355,29.0,0,4,12.0,1,3,31.0,0,4,30.0,0,2,17.0,0,1,28.0,0,1,20.0,0,1,22.0,0,2,16.0,0,1,13.0,0,1
3356,7.0,0,4,17.0,0,1,14.0,0,1,8.0,1,2,2.0,0,1,3.0,0,3,10.0,0,1,11.0,0,3,12.0,0,2,13.0,0,2
3357,10.0,0,2,4.0,1,2,14.0,0,1,7.0,0,1,9.0,0,1,11.0,0,1,6.0,0,2,12.0,0,1,3.0,0,1,2.0,0,2
3358,12.0,0,3,38.0,0,2,37.0,0,2,5.0,1,4,33.0,0,2,16.0,0,2,56.0,0,1,13.0,0,2,35.0,0,2,17.0,0,1
3359,24.0,0,1,6.0,0,1,2.0,0,2,23.0,0,1,10.0,0,1,4.0,0,1,18.0,0,1,21.0,0,1,16.0,0,1,15.0,0,2
3360,32.0,0,1,8.0,0,3,31.0,0,2,23.0,0,1,6.0,0,2,30.0,0,2,11.0,0,1,12.0,0,2,3.0,0,2,37.0,0,1
3362,48.0,0,2,40.0,0,2,15.0,0,1,26.0,0,4,23.0,1,3,13.0,0,2,51.0,0,1,64.0,0,1,14.0,0,3,30.0,0,3
3364,21.0,1,1,31.0,0,1,35.0,0,2,16.0,0,1,27.0,0,1,13.0,0,2,34.0,0,2,15.0,0,2,19.0,0,1,6.0,0,1
3365,60.0,0,2,9.0,0,2,25.0,0,3,6.0,0,2,13.0,0,1,14.0,0,3,24.0,0,2,5.0,0,4,30.0,0,1,51.0,0,1
3366,27.0,1,2,31.0,0,3,33.0,0,1,4.0,0,1,22.0,0,2,2.0,0,2,9.0,0,1,13.0,0,1,15.0,0,1,24.0,0,3
3367,6.0,0,1,12.0,1,2,1.0,0,2,11.0,0,1,15.0,0,1,19.0,0,2,3.0,0,1,10.0,0,2,18.0,0,1,5.0,0,2
3368,11.0,0,1,6.0,0,1,7.0,0,2,4.0,0,1,1.0,0,1,9.0,0,1,10.0,0,1,2.0,0,2,3.0,0,1,12.0,0,1
3369,18.0,0,2,30.0,0,2,11.0,1,2,9.0,0,2,19.0,0,2,22.0,0,2,26.0,0,1,5.0,0,2,25.0,0,2,14.0,0,2
3370,29.0,0,2,43.0,0,2,1.0,0,4,31.0,1,4,30.0,0,4,10.0,0,1,37.0,0,4,7.0,0,1,11.0,0,3,17.0,0,2
3371,30.0,1,2,31.0,0,4,22.0,0,4,29.0,0,4,3.0,0,3,19.0,0,1,1.0,0,2,20.0,0,1,33.0,0,4,32.0,0,4
3372,40.0,1,4,22.0,0,4,33.0,0,3,6.0,0,3,23.0,0,2,41.0,0,2,24.0,0,1,17.0,0,2,3.0,0,2,36.0,0,3
3373,18.0,0,1,3.0,0,1,8.0,0,1,13.0,0,1,6.0,0,1,20.0,0,1,19.0,0,1,1.0,0,1,26.0,0,1,28.0,0,2
3374,45.0,1,2,50.0,0,2,29.0,0,3,28.0,0,1,53.0,0,2,34.0,0,3,16.0,0,1,46.0,0,2,39.0,0,4,44.0,0,1
3375,44.0,0,2,18.0,0,2,34.0,0,2,21.0,1,2,40.0,0,1,5.0,0,2,22.0,0,2,10.0,0,1,9.0,0,1,39.0,0,2
3376,13.0,1,2,22.0,0,3,7.0,0,2,24.0,0,1,27.0,0,3,30.0,0,2,18.0,0,2,26.0,0,2,9.0,0,2,29.0,0,1
3377,22.0,0,2,5.0,0,1,9.0,0,1,14.0,0,2,7.0,0,1,23.0,1,3,4.0,0,3,1.0,0,3,8.0,0,2,15.0,0,1
3378,32.0,1,2,21.0,0,2,31.0,0,2,34.0,0,1,23.0,0,2,6.0,0,1,1.0,0,1,16.0,0,1,24.0,0,1,10.0,0,1
3379,4.0,0,2,25.0,0,2,42.0,1,3,6.0,0,2,8.0,0,2,26.0,0,2,12.0,0,2,19.0,0,2,31.0,0,3,17.0,0,2
3380,14.0,0,2,24.0,0,2,27.0,0,1,16.0,0,4,29.0,0,1,8.0,0,1,25.0,0,2,2.0,0,2,5.0,0,1,26.0,0,2
3381,34.0,0,2,38.0,1,2,5.0,0,1,22.0,0,4,29.0,0,1,37.0,0,2,36.0,0,1,6.0,0,1,10.0,0,2,32.0,0,1
3382,25.0,0,2,15.0,0,2,27.0,0,3,2.0,0,2,23.0,0,3,20.0,1,2,6.0,0,2,18.0,0,3,16.0,0,2,22.0,0,1
3383,14.0,0,1,24.0,0,1,7.0,1,2,9.0,0,2,27.0,0,1,22.0,0,1,4.0,0,2,23.0,0,1,6.0,0,1,15.0,0,2
3384,27.0,0,3,11.0,1,3,15.0,0,2,20.0,0,2,24.0,0,2,28.0,0,2,21.0,0,3,25.0,0,2,10.0,0,2,31.0,0,2
3385,3.0,0,1,14.0,0,1,1.0,0,2,28.0,0,1,29.0,0,1,24.0,0,2,10.0,0,2,12.0,0,4,16.0,0,1,25.0,0,1
3386,27.0,0,2,17.0,1,3,13.0,0,2,36.0,0,2,5.0,0,2,35.0,0,2,28.0,0,1,38.0,0,2,6.0,0,2,34.0,0,2
3387,58.0,0,2,25.0,0,2,15.0,1,1,26.0,0,1,42.0,0,1,38.0,0,1,10.0,0,3,14.0,0,2,45.0,0,1,23.0,0,3
3388,25.0,1,1,3.0,0,2,9.0,0,3,14.0,0,3,44.0,0,3,16.0,0,2,23.0,0,1,19.0,0,2,13.0,0,1,6.0,0,3
3389,3.0,0,2,18.0,1,1,8.0,0,1,26.0,0,1,7.0,0,1,9.0,0,1,5.0,0,1,15.0,0,2,1.0,0,1,23.0,0,1
3390,22.0,0,3,5.0,1,2,15.0,0,3,14.0,0,1,18.0,0,1,21.0,0,2,6.0,0,3,31.0,0,1,2.0,0,1,27.0,0,1
3391,38.0,0,1,51.0,0,2,5.0,0,1,17.0,0,2,31.0,0,2,28.0,0,2,55.0,0,2,3.0,0,1,53.0,0,3,37.0,0,1
3392,19.0,1,2,13.0,0,2,16.0,0,2,20.0,0,3,17.0,0,1,21.0,0,4,28.0,0,2,26.0,0,1,30.0,0,2,10.0,0,3
3393,24.0,1,3,14.0,0,3,11.0,0,2,1.0,0,2,21.0,0,3,6.0,0,2,35.0,0,2,10.0,0,3,34.0,0,2,15.0,0,2
3394,22.0,0,2,29.0,0,4,33.0,0,2,5.0,0,2,12.0,0,3,13.0,1,2,7.0,0,2,28.0,0,1,16.0,0,2,15.0,0,2
3395,39.0,0,1,46.0,1,1,32.0,0,1,47.0,0,1,6.0,0,2,11.0,0,2,19.0,0,2,40.0,0,2,10.0,0,1,45.0,0,1
3396,11.0,0,1,24.0,0,2,5.0,0,1,7.0,1,1,4.0,0,2,19.0,0,2,3.0,0,1,39.0,0,2,16.0,0,2,27.0,0,2
3397,16.0,1,3,22.0,0,1,28.0,0,2,1.0,0,1,33.0,0,1,8.0,0,2,2.0,0,1,10.0,0,2,17.0,0,2,20.0,0,2
3398,3.0,0,1,19.0,0,1,1.0,0,3,18.0,0,2,9.0,0,2,2.0,0,1,20.0,0,2,21.0,0,2,17.0,0,1,6.0,0,3
3399,8.0,1,3,17.0,0,2,6.0,0,1,26.0,0,1,10.0,0,3,5.0,0,1,23.0,0,2,22.0,0,2,13.0,0,1,11.0,0,1
3400,18.0,0,2,19.0,0,2,9.0,0,1,12.0,0,1,17.0,0,3,2.0,0,2,5.0,0,3,6.0,0,2,4.0,0,1,7.0,0,2
3401,3.0,0,1,28.0,0,2,31.0,0,2,4.0,0,1,30.0,0,2,20.0,1,1,38.0,0,1,37.0,0,1,25.0,0,1,12.0,0,2
3402,20.0,1,3,16.0,0,4,17.0,0,2,4.0,0,2,10.0,0,2,1.0,0,3,9.0,0,3,18.0,0,1,15.0,0,2,7.0,0,2
3403,56.0,1,3,34.0,0,2,5.0,0,3,40.0,0,3,54.0,0,2,35.0,0,3,32.0,0,2,19.0,0,2,48.0,0,2,45.0,0,2
3404,34.0,0,1,1.0,0,1,24.0,0,1,33.0,1,2,18.0,0,2,36.0,0,1,42.0,0,1,19.0,0,1,28.0,0,1,40.0,0,2
3405,19.0,0,1,6.0,1,2,14.0,0,1,4.0,0,1,3.0,0,1,20.0,0,1,15.0,0,1,22.0,0,1,18.0,0,1,2.0,0,1
3406,3.0,0,1,2.0,0,1,24.0,0,1,19.0,0,2,30.0,0,1,10.0,0,1,14.0,1,2,11.0,0,1,4.0,0,2,5.0,0,1
3407,41.0,1,3,4.0,0,2,8.0,0,1,12.0,0,2,26.0,0,3,36.0,0,1,34.0,0,2,3.0,0,2,39.0,0,4,32.0,0,2
3408,22.0,0,1,17.0,0,2,16.0,0,2,50.0,0,1,6.0,1,1,31.0,0,2,25.0,0,2,27.0,0,2,24.0,0,1,2.0,0,1
3409,5.0,0,4,10.0,0,3,17.0,0,4,4.0,0,3,22.0,0,2,19.0,0,1,3.0,0,3,6.0,0,1,8.0,0,2,18.0,1,2
3410,13.0,0,2,2.0,1,3,8.0,0,1,26.0,0,3,10.0,0,2,21.0,0,2,12.0,0,2,28.0,0,2,1.0,0,2,6.0,0,2
3411,19.0,0,2,18.0,0,2,30.0,0,2,29.0,0,2,4.0,0,2,31.0,0,2,15.0,0,3,21.0,0,2,16.0,0,3,33.0,0,2
3412,19.0,0,2,30.0,1,3,2.0,0,2,23.0,0,2,29.0,0,3,24.0,0,2,10.0,0,2,14.0,0,2,16.0,0,2,20.0,0,1
3414,13.0,0,1,20.0,0,1,18.0,0,2,30.0,0,2,56.0,0,1,57.0,0,1,41.0,0,1,27.0,0,2,1.0,0,1,25.0,0,3
3415,5.0,0,2,22.0,1,4,6.0,0,1,32.0,0,2,3.0,0,1,13.0,0,1,19.0,0,2,26.0,0,1,2.0,0,1,11.0,0,2
3416,23.0,0,2,40.0,1,2,19.0,0,2,51.0,0,3,45.0,0,3,15.0,0,2,13.0,0,3,4.0,0,2,54.0,0,1,5.0,0,3
3417,9.0,0,1,24.0,0,1,7.0,0,1,19.0,0,1,22.0,0,1,10.0,0,1,6.0,0,1,11.0,0,1,13.0,1,2,8.0,0,2
3418,16.0,1,4,20.0,0,2,10.0,0,1,28.0,0,1,9.0,0,1,5.0,0,3,17.0,0,3,27.0,0,1,13.0,0,1,8.0,0,2
3419,21.0,1,2,7.0,0,1,17.0,0,3,28.0,0,1,23.0,0,1,26.0,0,1,14.0,0,1,9.0,0,1,19.0,0,2,22.0,0,1
3420,21.0,1,1,31.0,0,2,8.0,0,1,29.0,0,4,24.0,0,2,16.0,0,3,17.0,0,1,28.0,0,1,10.0,0,3,14.0,0,2
3421,6.0,0,2,29.0,0,2,16.0,0,3,4.0,0,1,11.0,1,3,27.0,0,2,9.0,0,2,7.0,0,1,5.0,0,2,15.0,0,2
3422,22.0,1,3,23.0,0,4,14.0,0,4,28.0,0,2,21.0,0,3,17.0,0,3,20.0,0,2,12.0,0,3,8.0,0,3,35.0,0,2
3423,14.0,1,4,8.0,0,1,13.0,0,2,3.0,0,3,5.0,0,4,1.0,0,1,12.0,0,2,2.0,0,3,10.0,0,1,7.0,0,3
3424,13.0,0,3,14.0,0,1,19.0,0,2,7.0,0,2,15.0,0,1,23.0,0,1,8.0,0,2,6.0,0,2,42.0,0,2,1.0,0,1
3425,13.0,0,4,11.0,1,1,15.0,0,2,17.0,0,2,23.0,0,2,21.0,0,2,16.0,0,2,1.0,0,3,10.0,0,2,9.0,0,4
3426,8.0,0,2,40.0,0,1,22.0,0,3,45.0,0,2,5.0,0,1,3.0,0,2,17.0,0,4,28.0,0,2,21.0,0,3,11.0,0,2
3427,8.0,0,2,19.0,0,2,17.0,1,2,4.0,0,2,11.0,0,2,10.0,0,3,20.0,0,2,9.0,0,3,14.0,0,2,3.0,0,1
3428,25.0,0,2,32.0,1,3,1.0,0,1,24.0,0,2,13.0,0,2,8.0,0,2,6.0,0,2,5.0,0,1,22.0,0,2,12.0,0,1
3429,8.0,1,2,1.0,0,2,22.0,0,3,5.0,0,2,25.0,0,1,12.0,0,3,7.0,0,1,23.0,0,1,3.0,0,1,27.0,0,2
3430,13.0,0,1,31.0,1,3,5.0,0,1,27.0,0,1,8.0,0,2,17.0,0,3,2.0,0,2,16.0,0,1,6.0,0,2,15.0,0,1
3431,7.0,0,2,27.0,0,1,4.0,0,3,5.0,1,1,24.0,0,3,34.0,0,2,20.0,0,2,30.0,0,2,26.0,0,2,3.0,0,2
3432,39.0,0,1,36.0,0,2,33.0,1,4,23.0,0,3,6.0,0,3,34.0,0,3,10.0,0,2,11.0,0,2,15.0,0,2,37.0,0,3
3433,17.0,0,1,43.0,0,1,35.0,0,2,33.0,0,2,27.0,0,2,45.0,0,1,1.0,0,1,48.0,0,1,7.0,0,1,10.0,0,2
3434,32.0,1,3,21.0,0,2,36.0,0,1,17.0,0,2,2.0,0,2,4.0,0,1,9.0,0,2,6.0,0,2,12.0,0,2,3.0,0,2
3435,14.0,0,3,5.0,0,2,35.0,0,2,9.0,0,2,1.0,0,2,23.0,0,2,45.0,0,2,25.0,0,2,30.0,0,2,3.0,1,4
3436,7.0,0,2,33.0,0,3,30.0,0,1,25.0,1,3,4.0,0,3,27.0,0,2,10.0,0,2,28.0,0,2,15.0,0,2,17.0,0,1
3437,13.0,0,1,27.0,0,2,11.0,1,3,20.0,0,2,32.0,0,2,30.0,0,3,28.0,0,1,17.0,0,4,1.0,0,3,24.0,0,1
3438,6.0,1,2,1.0,0,1,24.0,0,3,14.0,0,3,3.0,0,2,23.0,0,2,25.0,0,1,4.0,0,2,17.0,0,1,11.0,0,3
3439,47.0,1,4,46.0,0,2,19.0,0,2,51.0,0,2,1.0,0,1,44.0,0,1,18.0,0,1,41.0,0,1,20.0,0,3,21.0,0,2
3441,32.0,0,1,13.0,0,1,29.0,0,1,18.0,0,2,28.0,0,1,17.0,0,2,35.0,0,1,40.0,0,2,22.0,0,2,33.0,0,1
3442,5.0,0,3,19.0,0,3,16.0,1,3,7.0,0,2,13.0,0,3,11.0,0,2,3.0,0,1,10.0,0,3,12.0,0,2,14.0,0,2
3443,35.0,1,3,17.0,0,3,11.0,0,2,37.0,0,3,7.0,0,3,4.0,0,2,14.0,0,4,38.0,0,3,20.0,0,2,36.0,0,1
3444,1.0,0,2,23.0,0,1,10.0,0,1,2.0,0,1,18.0,0,1,20.0,0,1,17.0,0,1,21.0,0,1,3.0,0,1,19.0,0,2
3445,18.0,1,1,20.0,0,1,4.0,0,2,1.0,0,1,5.0,0,2,19.0,0,2,7.0,0,1,17.0,0,2,2.0,0,2,10.0,0,2
3446,16.0,1,1,6.0,0,2,23.0,0,1,8.0,0,1,11.0,0,1,7.0,0,3,18.0,0,2,2.0,0,1,4.0,0,1,19.0,0,2
3447,16.0,0,1,17.0,0,1,28.0,0,2,1.0,0,1,25.0,0,2,5.0,0,2,9.0,0,2,18.0,0,1,10.0,0,1,30.0,0,1
3448,10.0,0,2,3.0,0,1,15.0,0,1,25.0,0,3,1.0,0,1,39.0,0,1,31.0,0,1,49.0,0,1,56.0,0,1,28.0,0,1
3450,23.0,1,2,26.0,0,2,43.0,0,1,3.0,0,2,37.0,0,2,16.0,0,2,14.0,0,1,17.0,0,2,20.0,0,2,44.0,0,2
3451,6.0,0,1,13.0,0,1,16.0,0,2,9.0,0,1,4.0,0,1,17.0,0,1,19.0,0,1,21.0,0,2,3.0,0,1,12.0,0,2
3452,20.0,0,3,11.0,0,2,36.0,0,2,38.0,0,2,6.0,1,2,13.0,0,1,2.0,0,1,4.0,0,2,18.0,0,2,14.0,0,2
3453,27.0,0,2,15.0,1,3,21.0,0,3,2.0,0,3,19.0,0,3,8.0,0,3,3.0,0,3,5.0,0,3,16.0,0,3,9.0,0,2
3454,19.0,0,2,29.0,0,2,1.0,0,2,24.0,1,2,33.0,0,2,30.0,0,1,3.0,0,2,12.0,0,2,22.0,0,3,27.0,0,2
3455,1.0,0,1,9.0,1,2,17.0,0,3,21.0,0,3,30.0,0,1,29.0,0,1,10.0,0,1,14.0,0,1,36.0,0,2,4.0,0,2
3456,25.0,0,1,22.0,0,1,18.0,0,2,9.0,0,2,28.0,0,2,26.0,0,2,21.0,0,2,6.0,0,1,4.0,0,1,23.0,0,2
3457,13.0,0,2,10.0,0,1,25.0,0,1,24.0,0,1,14.0,0,1,21.0,0,2,19.0,0,2,27.0,0,1,29.0,0,1,28.0,0,2
3458,37.0,1,2,26.0,0,1,2.0,0,3,18.0,0,2,27.0,0,2,25.0,0,3,23.0,0,2,7.0,0,1,9.0,0,2,1.0,0,3
3459,18.0,0,1,21.0,0,1,24.0,0,2,1.0,0,2,17.0,0,3,15.0,0,1,4.0,0,2,11.0,0,3,10.0,0,1,27.0,0,1
3460,25.0,0,2,28.0,1,2,15.0,0,3,8.0,0,1,1.0,0,1,29.0,0,2,43.0,0,2,2.0,0,1,34.0,0,2,6.0,0,1
3461,24.0,0,1,14.0,0,1,10.0,0,1,41.0,0,2,18.0,0,2,4.0,0,1,28.0,0,1,6.0,0,1,21.0,0,1,9.0,0,2
3462,35.0,0,1,21.0,0,1,19.0,0,1,9.0,0,1,5.0,0,1,15.0,0,1,28.0,0,2,14.0,0,1,26.0,0,1,29.0,0,2
3463,15.0,0,2,22.0,0,1,12.0,0,1,2.0,0,2,5.0,1,2,28.0,0,1,21.0,0,2,17.0,0,1,3.0,0,3,9.0,0,1
3464,16.0,0,2,9.0,1,3,20.0,0,3,11.0,0,4,10.0,0,1,17.0,0,1,7.0,0,1,6.0,0,2,12.0,0,1,24.0,0,2
3465,20.0,0,2,17.0,0,1,36.0,0,2,31.0,0,4,3.0,0,2,16.0,0,3,18.0,0,2,32.0,0,2,37.0,0,2,14.0,0,2
3467,8.0,0,1,14.0,0,3,15.0,0,1,6.0,0,1,25.0,0,2,31.0,0,2,21.0,0,1,23.0,0,1,26.0,0,2,20.0,0,1
3468,30.0,1,4,9.0,0,3,29.0,0,2,25.0,0,3,15.0,0,1,2.0,0,1,5.0,0,4,6.0,0,1,10.0,0,2,1.0,0,2
3469,38.0,0,2,32.0,0,3,15.0,1,3,16.0,0,2,43.0,0,2,21.0,0,2,23.0,0,2,28.0,0,2,5.0,0,3,7.0,0,2
3470,13.0,1,1,28.0,0,1,32.0,0,1,5.0,0,1,31.0,0,1,35.0,0,1,26.0,0,2,15.0,0,1,12.0,0,2,23.0,0,2
3471,29.0,1,4,9.0,0,1,5.0,0,4,27.0,0,2,3.0,0,2,15.0,0,3,21.0,0,3,6.0,0,1,18.0,0,3,14.0,0,2
3473,6.0,0,1,8.0,0,4,12.0,0,1,7.0,0,2,4.0,0,1,3.0,0,1,9.0,0,1,2.0,0,1,1.0,0,1,13.0,0,1
3474,45.0,1,4,9.0,0,3,13.0,0,4,23.0,0,2,4.0,0,1,44.0,0,1,42.0,0,1,19.0,0,1,11.0,0,1,14.0,0,3
3475,14.0,1,4,1.0,0,4,16.0,0,1,17.0,0,1,28.0,0,1,25.0,0,2,8.0,0,1,15.0,0,2,30.0,0,2,6.0,0,2
3476,19.0,1,4,21.0,0,4,6.0,0,2,5.0,0,2,20.0,0,2,12.0,0,1,11.0,0,4,3.0,0,1,9.0,0,4,18.0,0,3
3477,13.0,1,2,7.0,0,2,22.0,0,1,21.0,0,3,34.0,0,2,20.0,0,1,3.0,0,2,10.0,0,2,31.0,0,1,15.0,0,2
3478,22.0,1,3,5.0,0,1,30.0,0,1,41.0,0,3,11.0,0,2,7.0,0,1,29.0,0,1,1.0,0,4,37.0,0,2,33.0,0,1
3479,37.0,0,2,38.0,0,2,29.0,0,1,15.0,0,2,30.0,0,3,34.0,0,2,8.0,0,2,19.0,0,1,9.0,0,3,5.0,0,3
3480,20.0,0,4,16.0,0,2,21.0,0,2,7.0,0,2,22.0,0,1,8.0,0,2,9.0,0,3,19.0,0,1,23.0,0,1,17.0,0,1
3481,28.0,0,1,8.0,0,1,13.0,1,2,10.0,0,1,1.0,0,1,5.0,0,1,27.0,0,1,31.0,0,1,11.0,0,1,9.0,0,2
3482,11.0,0,3,20.0,1,3,10.0,0,2,9.0,0,3,17.0,0,2,1.0,0,3,12.0,0,1,18.0,0,2,8.0,0,1,24.0,0,2
3483,21.0,1,3,4.0,0,4,18.0,0,2,31.0,0,3,25.0,0,2,29.0,0,2,9.0,0,2,27.0,0,4,19.0,0,2,16.0,0,2
3484,58.0,0,2,28.0,0,2,8.0,0,2,60.0,0,3,12.0,0,2,24.0,0,2,18.0,0,2,1.0,0,3,56.0,0,3,52.0,0,2
3485,20.0,0,2,24.0,0,2,17.0,1,2,2.0,0,2,7.0,0,2,34.0,0,2,3.0,0,1,27.0,0,3,1.0,0,2,31.0,0,2
3486,16.0,0,1,45.0,0,2,28.0,0,1,46.0,0,1,38.0,0,2,7.0,1,3,22.0,0,1,36.0,0,1,39.0,0,3,3.0,0,1
3487,1.0,0,2,8.0,0,1,9.0,0,2,17.0,0,1,5.0,1,2,21.0,0,1,6.0,0,2,12.0,0,1,20.0,0,2,15.0,0,1
3488,11.0,0,3,6.0,0,1,20.0,1,3,26.0,0,2,8.0,0,2,4.0,0,3,18.0,0,3,7.0,0,1,23.0,0,1,14.0,0,1
3490,1.0,0,4,7.0,1,3,11.0,0,2,5.0,0,1,28.0,0,3,25.0,0,3,15.0,0,1,12.0,0,2,23.0,0,3,26.0,0,2
3491,36.0,1,3,18.0,0,2,25.0,0,3,1.0,0,2,20.0,0,1,29.0,0,2,11.0,0,1,32.0,0,2,5.0,0,2,26.0,0,2
3493,7.0,0,2,9.0,0,1,14.0,0,2,10.0,0,1,5.0,0,2,20.0,0,1,4.0,0,1,19.0,0,2,18.0,0,2,16.0,0,1
3494,9.0,1,3,18.0,0,3,21.0,0,1,14.0,0,2,15.0,0,1,10.0,0,2,5.0,0,2,17.0,0,1,11.0,0,1,4.0,0,1
3495,14.0,0,2,18.0,1,2,4.0,0,2,10.0,0,1,5.0,0,1,9.0,0,1,13.0,0,2,19.0,0,2,2.0,0,2,20.0,0,1
3497,24.0,0,2,31.0,1,3,34.0,0,2,39.0,0,1,5.0,0,1,6.0,0,1,7.0,0,1,12.0,0,1,38.0,0,1,35.0,0,3
3498,10.0,0,2,18.0,0,2,5.0,1,2,24.0,0,3,13.0,0,2,2.0,0,3,22.0,0,2,14.0,0,2,4.0,0,2,15.0,0,1
3499,16.0,0,1,17.0,0,1,19.0,0,1,1.0,0,3,2.0,0,2,15.0,0,1,12.0,0,2,18.0,0,2,4.0,0,1,8.0,0,2
3500,17.0,0,2,23.0,1,3,11.0,0,1,9.0,0,1,5.0,0,3,28.0,0,2,8.0,0,3,6.0,0,1,3.0,0,2,21.0,0,1
3501,31.0,1,2,23.0,0,4,6.0,0,3,22.0,0,1,28.0,0,2,18.0,0,1,29.0,0,4,19.0,0,3,25.0,0,4,32.0,0,2
3502,17.0,1,3,26.0,0,3,9.0,0,2,20.0,0,1,32.0,0,2,7.0,0,1,29.0,0,2,28.0,0,2,5.0,0,2,14.0,0,2
3503,29.0,1,3,27.0,0,1,7.0,0,2,12.0,0,1,16.0,0,2,26.0,0,3,9.0,0,2,10.0,0,2,18.0,0,3,35.0,0,1
3504,20.0,0,3,29.0,0,3,23.0,0,1,15.0,0,1,14.0,1,2,5.0,0,1,22.0,0,1,32.0,0,3,13.0,0,2,36.0,0,2
3505,17.0,0,2,7.0,0,1,4.0,0,3,20.0,0,2,11.0,0,1,18.0,0,1,19.0,0,2,2.0,0,3,13.0,0,1,5.0,0,1
3506,10.0,0,1,8.0,1,2,35.0,0,1,1.0,0,2,21.0,0,2,16.0,0,1,40.0,0,3,37.0,0,1,25.0,0,2,7.0,0,1
3507,11.0,0,2,19.0,1,3,3.0,0,3,5.0,0,1,25.0,0,2,14.0,0,1,9.0,0,2,1.0,0,2,7.0,0,2,12.0,0,3
3508,8.0,0,3,13.0,1,3,9.0,0,4,10.0,0,2,2.0,0,3,5.0,0,2,6.0,0,2,19.0,0,2,20.0,0,2,1.0,0,1
3509,1.0,0,1,4.0,0,2,10.0,0,1,5.0,0,1,3.0,0,1,7.0,0,1,9.0,0,1,6.0,0,2,11.0,0,1,2.0,0,1
3510,8.0,1,1,2.0,0,3,9.0,0,2,7.0,0,1,1.0,0,2,10.0,0,1,6.0,0,2,4.0,0,1,5.0,0,1,3.0,0,1
3511,1.0,0,1,24.0,0,3,20.0,0,2,9.0,0,2,19.0,0,3,14.0,1,2,2.0,0,2,27.0,0,2,16.0,0,2,5.0,0,2
3512,14.0,1,3,13.0,0,4,2.0,0,2,16.0,0,1,11.0,0,2,17.0,0,3,6.0,0,2,10.0,0,1,1.0,0,2,8.0,0,1
3513,28.0,0,1,7.0,0,1,4.0,0,2,30.0,0,3,29.0,0,2,12.0,0,1,2.0,0,2,11.0,0,1,26.0,0,2,6.0,0,2
3515,20.0,1,3,5.0,0,3,9.0,0,3,11.0,0,2,24.0,0,3,2.0,0,1,14.0,0,2,17.0,0,3,4.0,0,1,27.0,0,2
3516,35.0,0,1,29.0,1,4,28.0,0,3,31.0,0,2,14.0,0,3,23.0,0,1,17.0,0,4,25.0,0,2,21.0,0,1,30.0,0,3
3517,17.0,1,1,16.0,0,1,1.0,0,1,33.0,0,1,10.0,0,2,7.0,0,1,15.0,0,1,22.0,0,2,5.0,0,1,12.0,0,1
3518,5.0,1,3,10.0,0,2,30.0,0,2,17.0,0,2,2.0,0,2,21.0,0,2,12.0,0,1,4.0,0,1,25.0,0,2,15.0,0,2
